head,left,right,winner,sampler,score,puid,response_time,network_latency,time_received,loser,left_html,right_html,head_html,winner_html,loser_html,left_filename,right_filename,head_filename,winner_filename,loser_filename,time_received_since_start,datetime_received,start_time,puid_num_responses,num_responses
16,19,17,17,Validation,42.0,be6fb84127ca9b5d,1.3489999771118164,0.08500003814697266,1670131513.531,19,<img src='/static/targets/19.JPEG' />,<img src='/static/targets/17.JPEG' />,<img src='/static/targets/16.JPEG' />,<img src='/static/targets/17.JPEG' />,<img src='/static/targets/19.JPEG' />,19.JPEG,17.JPEG,16.JPEG,17.JPEG,19.JPEG,2531.8850820064545,2022-12-04T05:25:13.531000,1670128981.645918,122,1380
15,26,17,17,Validation,35.0,9efda4711a7c027a,3.211999893188477,0.20800018310546875,1670131513.582,26,<img src='/static/targets/26.JPEG' />,<img src='/static/targets/17.JPEG' />,<img src='/static/targets/15.jpg' />,<img src='/static/targets/17.JPEG' />,<img src='/static/targets/26.JPEG' />,26.JPEG,17.JPEG,15.jpg,17.JPEG,26.JPEG,2531.93608212471,2022-12-04T05:25:13.582000,1670128981.645918,120,1381
27,24,25,25,Validation,41.0,e4e8faf57d6728af,1.5960001945495603,0.187999963760376,1670131513.734,24,<img src='/static/targets/24.JPEG' />,<img src='/static/targets/25.JPEG' />,<img src='/static/targets/27.JPEG' />,<img src='/static/targets/25.JPEG' />,<img src='/static/targets/24.JPEG' />,24.JPEG,25.JPEG,27.JPEG,25.JPEG,24.JPEG,2532.088082075119,2022-12-04T05:25:13.734000,1670128981.645918,135,1382
11,14,18,14,Validation,44.0,9daf1b566bc42d6b,1.2410001754760742,0.039999961853027344,1670131514.559,18,<img src='/static/targets/14.JPEG' />,<img src='/static/targets/18.JPEG' />,<img src='/static/targets/11.JPEG' />,<img src='/static/targets/14.JPEG' />,<img src='/static/targets/18.JPEG' />,14.JPEG,18.JPEG,11.JPEG,14.JPEG,18.JPEG,2532.9130821228027,2022-12-04T05:25:14.559000,1670128981.645918,117,1383
14,28,2,2,Validation,38.0,a8e84fad8068adc1,3.624000072479248,0.4679999351501465,1670131515.032,28,<img src='/static/targets/28.JPEG' />,<img src='/static/targets/2.JPEG' />,<img src='/static/targets/14.JPEG' />,<img src='/static/targets/2.JPEG' />,<img src='/static/targets/28.JPEG' />,28.JPEG,2.JPEG,14.JPEG,2.JPEG,28.JPEG,2533.386082172394,2022-12-04T05:25:15.032000,1670128981.645918,130,1384
17,19,18,18,Validation,47.0,e4e8faf57d6728af,1.2250001430511477,0.0949997901916504,1670131515.058,19,<img src='/static/targets/19.JPEG' />,<img src='/static/targets/18.JPEG' />,<img src='/static/targets/17.JPEG' />,<img src='/static/targets/18.JPEG' />,<img src='/static/targets/19.JPEG' />,19.JPEG,18.JPEG,17.JPEG,18.JPEG,19.JPEG,2533.412082195282,2022-12-04T05:25:15.058000,1670128981.645918,136,1385
14,0,6,0,Validation,45.0,be6fb84127ca9b5d,1.8609998226165771,0.09000015258789062,1670131515.485,6,<img src='/static/targets/0.JPEG' />,<img src='/static/targets/6.JPEG' />,<img src='/static/targets/14.JPEG' />,<img src='/static/targets/0.JPEG' />,<img src='/static/targets/6.JPEG' />,0.JPEG,6.JPEG,14.JPEG,0.JPEG,6.JPEG,2533.8390820026398,2022-12-04T05:25:15.485000,1670128981.645918,123,1386
28,22,0,22,Validation,46.0,9efda4711a7c027a,1.954999923706055,0.2090001106262207,1670131515.805,0,<img src='/static/targets/22.JPEG' />,<img src='/static/targets/0.JPEG' />,<img src='/static/targets/28.JPEG' />,<img src='/static/targets/22.JPEG' />,<img src='/static/targets/0.JPEG' />,22.JPEG,0.JPEG,28.JPEG,22.JPEG,0.JPEG,2534.159082174301,2022-12-04T05:25:15.805000,1670128981.645918,121,1387
26,27,24,27,Validation,51.0,be6fb84127ca9b5d,1.491999864578247,0.09100008010864258,1670131517.06,24,<img src='/static/targets/27.JPEG' />,<img src='/static/targets/24.JPEG' />,<img src='/static/targets/26.JPEG' />,<img src='/static/targets/27.JPEG' />,<img src='/static/targets/24.JPEG' />,27.JPEG,24.JPEG,26.JPEG,27.JPEG,24.JPEG,2535.4140820503235,2022-12-04T05:25:17.060000,1670128981.645918,124,1388
23,26,18,18,Validation,48.0,9daf1b566bc42d6b,2.6559998989105225,0.040000200271606445,1670131517.281,26,<img src='/static/targets/26.JPEG' />,<img src='/static/targets/18.JPEG' />,<img src='/static/targets/23.JPEG' />,<img src='/static/targets/18.JPEG' />,<img src='/static/targets/26.JPEG' />,26.JPEG,18.JPEG,23.JPEG,18.JPEG,26.JPEG,2535.6350820064545,2022-12-04T05:25:17.281000,1670128981.645918,118,1389
11,24,9,9,Validation,40.0,4f1a504f89220f32,5.084000110626221,0.34799981117248535,1670131517.357,24,<img src='/static/targets/24.JPEG' />,<img src='/static/targets/9.JPEG' />,<img src='/static/targets/11.JPEG' />,<img src='/static/targets/9.JPEG' />,<img src='/static/targets/24.JPEG' />,24.JPEG,9.JPEG,11.JPEG,9.JPEG,24.JPEG,2535.7110822200775,2022-12-04T05:25:17.357000,1670128981.645918,60,1390
3,4,2,4,Validation,50.0,e4e8faf57d6728af,2.671999931335449,0.09599995613098145,1670131517.904,2,<img src='/static/targets/4.JPEG' />,<img src='/static/targets/2.JPEG' />,<img src='/static/targets/3.JPEG' />,<img src='/static/targets/4.JPEG' />,<img src='/static/targets/2.JPEG' />,4.JPEG,2.JPEG,3.JPEG,4.JPEG,2.JPEG,2536.258082151413,2022-12-04T05:25:17.904000,1670128981.645918,137,1391
17,24,16,16,Validation,43.0,fb1aebd048435746,5.674999952316284,0.18000006675720215,1670131518.012,24,<img src='/static/targets/24.JPEG' />,<img src='/static/targets/16.JPEG' />,<img src='/static/targets/17.JPEG' />,<img src='/static/targets/16.JPEG' />,<img src='/static/targets/24.JPEG' />,24.JPEG,16.JPEG,17.JPEG,16.JPEG,24.JPEG,2536.3660821914673,2022-12-04T05:25:18.012000,1670128981.645918,1,1392
13,17,12,12,Validation,52.0,9efda4711a7c027a,2.2289998531341553,0.2390000820159912,1670131518.228,17,<img src='/static/targets/17.JPEG' />,<img src='/static/targets/12.JPEG' />,<img src='/static/targets/13.JPEG' />,<img src='/static/targets/12.JPEG' />,<img src='/static/targets/17.JPEG' />,17.JPEG,12.JPEG,13.JPEG,12.JPEG,17.JPEG,2536.5820820331573,2022-12-04T05:25:18.228000,1670128981.645918,122,1393
24,7,22,22,Validation,53.0,be6fb84127ca9b5d,1.5120000839233398,0.08800005912780762,1670131518.661,7,<img src='/static/targets/7.JPEG' />,<img src='/static/targets/22.JPEG' />,<img src='/static/targets/24.JPEG' />,<img src='/static/targets/22.JPEG' />,<img src='/static/targets/7.JPEG' />,7.JPEG,22.JPEG,24.JPEG,22.JPEG,7.JPEG,2537.0150821208954,2022-12-04T05:25:18.661000,1670128981.645918,125,1394
5,24,14,14,Validation,49.0,a8e84fad8068adc1,3.4760000705718994,0.1640000343322754,1670131518.674,24,<img src='/static/targets/24.JPEG' />,<img src='/static/targets/14.JPEG' />,<img src='/static/targets/5.JPEG' />,<img src='/static/targets/14.JPEG' />,<img src='/static/targets/24.JPEG' />,24.JPEG,14.JPEG,5.JPEG,14.JPEG,24.JPEG,2537.0280821323395,2022-12-04T05:25:18.674000,1670128981.645918,131,1395
24,20,26,20,Validation,54.0,9daf1b566bc42d6b,1.9100000858306885,0.056999921798706055,1670131519.222,26,<img src='/static/targets/20.JPEG' />,<img src='/static/targets/26.JPEG' />,<img src='/static/targets/24.JPEG' />,<img src='/static/targets/20.JPEG' />,<img src='/static/targets/26.JPEG' />,20.JPEG,26.JPEG,24.JPEG,20.JPEG,26.JPEG,2537.5760819911957,2022-12-04T05:25:19.222000,1670128981.645918,119,1396
0,26,9,9,Validation,56.0,e4e8faf57d6728af,1.5900001525878906,0.17799997329711914,1670131519.59,26,<img src='/static/targets/26.JPEG' />,<img src='/static/targets/9.JPEG' />,<img src='/static/targets/0.JPEG' />,<img src='/static/targets/9.JPEG' />,<img src='/static/targets/26.JPEG' />,26.JPEG,9.JPEG,0.JPEG,9.JPEG,26.JPEG,2537.9440820217133,2022-12-04T05:25:19.590000,1670128981.645918,138,1397
8,3,19,3,Validation,57.0,fb1aebd048435746,2.071000099182129,0.19099998474121097,1670131520.325,19,<img src='/static/targets/3.JPEG' />,<img src='/static/targets/19.JPEG' />,<img src='/static/targets/8.JPEG' />,<img src='/static/targets/3.JPEG' />,<img src='/static/targets/19.JPEG' />,3.JPEG,19.JPEG,8.JPEG,3.JPEG,19.JPEG,2538.6790821552277,2022-12-04T05:25:20.325000,1670128981.645918,2,1398
0,28,3,3,Validation,60.0,a8e84fad8068adc1,1.6389999389648438,0.1659998893737793,1670131520.41,28,<img src='/static/targets/28.JPEG' />,<img src='/static/targets/3.JPEG' />,<img src='/static/targets/0.JPEG' />,<img src='/static/targets/3.JPEG' />,<img src='/static/targets/28.JPEG' />,28.JPEG,3.JPEG,0.JPEG,3.JPEG,28.JPEG,2538.7640821933746,2022-12-04T05:25:20.410000,1670128981.645918,132,1399
27,23,16,16,Validation,58.0,9efda4711a7c027a,2.1410000324249268,0.22300004959106445,1670131520.579,23,<img src='/static/targets/23.JPEG' />,<img src='/static/targets/16.JPEG' />,<img src='/static/targets/27.JPEG' />,<img src='/static/targets/16.JPEG' />,<img src='/static/targets/23.JPEG' />,23.JPEG,16.JPEG,27.JPEG,16.JPEG,23.JPEG,2538.9330821037292,2022-12-04T05:25:20.579000,1670128981.645918,123,1400
10,6,25,6,Validation,61.0,9daf1b566bc42d6b,1.430999994277954,0.0409998893737793,1670131520.696,25,<img src='/static/targets/6.JPEG' />,<img src='/static/targets/25.JPEG' />,<img src='/static/targets/10.jpg' />,<img src='/static/targets/6.JPEG' />,<img src='/static/targets/25.JPEG' />,6.JPEG,25.JPEG,10.jpg,6.JPEG,25.JPEG,2539.050082206726,2022-12-04T05:25:20.696000,1670128981.645918,120,1401
29,1,23,1,Validation,37.0,9add8060ffd588d2,9.598999977111816,0.18900012969970703,1670131520.707,23,<img src='/static/targets/1.JPEG' />,<img src='/static/targets/23.JPEG' />,<img src='/static/targets/29.JPEG' />,<img src='/static/targets/1.JPEG' />,<img src='/static/targets/23.JPEG' />,1.JPEG,23.JPEG,29.JPEG,1.JPEG,23.JPEG,2539.06108212471,2022-12-04T05:25:20.707000,1670128981.645918,98,1402
10,13,11,11,Validation,59.0,be6fb84127ca9b5d,2.630000114440918,0.08699989318847656,1670131521.464,13,<img src='/static/targets/13.JPEG' />,<img src='/static/targets/11.JPEG' />,<img src='/static/targets/10.jpg' />,<img src='/static/targets/11.JPEG' />,<img src='/static/targets/13.JPEG' />,13.JPEG,11.JPEG,10.jpg,11.JPEG,13.JPEG,2539.8180820941925,2022-12-04T05:25:21.464000,1670128981.645918,126,1403
6,7,9,7,Validation,66.0,9daf1b566bc42d6b,1.3450000286102295,0.03900003433227539,1670131522.076,9,<img src='/static/targets/7.JPEG' />,<img src='/static/targets/9.JPEG' />,<img src='/static/targets/6.JPEG' />,<img src='/static/targets/7.JPEG' />,<img src='/static/targets/9.JPEG' />,7.JPEG,9.JPEG,6.JPEG,7.JPEG,9.JPEG,2540.4300820827484,2022-12-04T05:25:22.076000,1670128981.645918,121,1404
21,29,10,29,Validation,65.0,9efda4711a7c027a,1.7990000247955322,0.2109999656677246,1670131522.489,10,<img src='/static/targets/29.JPEG' />,<img src='/static/targets/10.jpg' />,<img src='/static/targets/21.JPEG' />,<img src='/static/targets/29.JPEG' />,<img src='/static/targets/10.jpg' />,29.JPEG,10.jpg,21.JPEG,29.JPEG,10.jpg,2540.84308218956,2022-12-04T05:25:22.489000,1670128981.645918,124,1405
8,6,5,6,Validation,62.0,e4e8faf57d6728af,2.9679999351501465,0.09599995613098145,1670131522.735,5,<img src='/static/targets/6.JPEG' />,<img src='/static/targets/5.JPEG' />,<img src='/static/targets/8.JPEG' />,<img src='/static/targets/6.JPEG' />,<img src='/static/targets/5.JPEG' />,6.JPEG,5.JPEG,8.JPEG,6.JPEG,5.JPEG,2541.0890820026398,2022-12-04T05:25:22.735000,1670128981.645918,139,1406
9,6,12,6,Validation,63.0,fb1aebd048435746,2.371999979019165,0.25,1670131522.885,12,<img src='/static/targets/6.JPEG' />,<img src='/static/targets/12.JPEG' />,<img src='/static/targets/9.JPEG' />,<img src='/static/targets/6.JPEG' />,<img src='/static/targets/12.JPEG' />,6.JPEG,12.JPEG,9.JPEG,6.JPEG,12.JPEG,2541.239082098007,2022-12-04T05:25:22.885000,1670128981.645918,3,1407
26,9,29,29,Validation,55.0,4f1a504f89220f32,5.438999891281128,0.24499988555908203,1670131523.139,9,<img src='/static/targets/9.JPEG' />,<img src='/static/targets/29.JPEG' />,<img src='/static/targets/26.JPEG' />,<img src='/static/targets/29.JPEG' />,<img src='/static/targets/9.JPEG' />,9.JPEG,29.JPEG,26.JPEG,29.JPEG,9.JPEG,2541.493082046509,2022-12-04T05:25:23.139000,1670128981.645918,61,1408
4,11,7,11,Validation,68.0,be6fb84127ca9b5d,2.0,0.1659998893737793,1670131523.621,7,<img src='/static/targets/11.JPEG' />,<img src='/static/targets/7.JPEG' />,<img src='/static/targets/4.JPEG' />,<img src='/static/targets/11.JPEG' />,<img src='/static/targets/7.JPEG' />,11.JPEG,7.JPEG,4.JPEG,11.JPEG,7.JPEG,2541.9750821590424,2022-12-04T05:25:23.621000,1670128981.645918,127,1409
22,24,21,21,Validation,69.0,9daf1b566bc42d6b,1.6059999465942385,0.04200005531311035,1670131523.725,24,<img src='/static/targets/24.JPEG' />,<img src='/static/targets/21.JPEG' />,<img src='/static/targets/22.JPEG' />,<img src='/static/targets/21.JPEG' />,<img src='/static/targets/24.JPEG' />,24.JPEG,21.JPEG,22.JPEG,21.JPEG,24.JPEG,2542.0790820121765,2022-12-04T05:25:23.725000,1670128981.645918,122,1410
2,24,14,14,Validation,64.0,a8e84fad8068adc1,3.185999870300293,0.10300016403198242,1670131523.786,24,<img src='/static/targets/24.JPEG' />,<img src='/static/targets/14.JPEG' />,<img src='/static/targets/2.JPEG' />,<img src='/static/targets/14.JPEG' />,<img src='/static/targets/24.JPEG' />,24.JPEG,14.JPEG,2.JPEG,14.JPEG,24.JPEG,2542.1400821208954,2022-12-04T05:25:23.786000,1670128981.645918,133,1411
29,26,28,28,Validation,67.0,9add8060ffd588d2,2.7279999256134033,0.3020000457763672,1670131524.012,26,<img src='/static/targets/26.JPEG' />,<img src='/static/targets/28.JPEG' />,<img src='/static/targets/29.JPEG' />,<img src='/static/targets/28.JPEG' />,<img src='/static/targets/26.JPEG' />,26.JPEG,28.JPEG,29.JPEG,28.JPEG,26.JPEG,2542.3660821914673,2022-12-04T05:25:24.012000,1670128981.645918,99,1412
22,20,21,21,Validation,70.0,9efda4711a7c027a,1.434000015258789,0.1119999885559082,1670131524.042,20,<img src='/static/targets/20.JPEG' />,<img src='/static/targets/21.JPEG' />,<img src='/static/targets/22.JPEG' />,<img src='/static/targets/21.JPEG' />,<img src='/static/targets/20.JPEG' />,20.JPEG,21.JPEG,22.JPEG,21.JPEG,20.JPEG,2542.396082162857,2022-12-04T05:25:24.042000,1670128981.645918,125,1413
27,19,23,23,Validation,71.0,e4e8faf57d6728af,1.6519999504089355,0.17200016975402832,1670131524.479,19,<img src='/static/targets/19.JPEG' />,<img src='/static/targets/23.JPEG' />,<img src='/static/targets/27.JPEG' />,<img src='/static/targets/23.JPEG' />,<img src='/static/targets/19.JPEG' />,19.JPEG,23.JPEG,27.JPEG,23.JPEG,19.JPEG,2542.8330821990967,2022-12-04T05:25:24.479000,1670128981.645918,140,1414
15,25,3,25,Validation,72.0,fb1aebd048435746,2.177000045776367,0.187000036239624,1670131525.247,3,<img src='/static/targets/25.JPEG' />,<img src='/static/targets/3.JPEG' />,<img src='/static/targets/15.jpg' />,<img src='/static/targets/25.JPEG' />,<img src='/static/targets/3.JPEG' />,25.JPEG,3.JPEG,15.jpg,25.JPEG,3.JPEG,2543.601082086563,2022-12-04T05:25:25.247000,1670128981.645918,4,1415
10,11,24,11,Validation,74.0,be6fb84127ca9b5d,1.6770000457763672,0.15799999237060547,1670131525.384,24,<img src='/static/targets/11.JPEG' />,<img src='/static/targets/24.JPEG' />,<img src='/static/targets/10.jpg' />,<img src='/static/targets/11.JPEG' />,<img src='/static/targets/24.JPEG' />,11.JPEG,24.JPEG,10.jpg,11.JPEG,24.JPEG,2543.7380821704865,2022-12-04T05:25:25.384000,1670128981.645918,128,1416
29,24,15,15,Validation,75.0,9daf1b566bc42d6b,2.0450000762939453,0.0409998893737793,1670131525.82,24,<img src='/static/targets/24.JPEG' />,<img src='/static/targets/15.jpg' />,<img src='/static/targets/29.JPEG' />,<img src='/static/targets/15.jpg' />,<img src='/static/targets/24.JPEG' />,24.JPEG,15.jpg,29.JPEG,15.jpg,24.JPEG,2544.1740820407867,2022-12-04T05:25:25.820000,1670128981.645918,123,1417
16,2,18,18,Validation,77.0,9add8060ffd588d2,1.5529999732971191,0.5509998798370361,1670131525.835,2,<img src='/static/targets/2.JPEG' />,<img src='/static/targets/18.JPEG' />,<img src='/static/targets/16.JPEG' />,<img src='/static/targets/18.JPEG' />,<img src='/static/targets/2.JPEG' />,2.JPEG,18.JPEG,16.JPEG,18.JPEG,2.JPEG,2544.189082145691,2022-12-04T05:25:25.835000,1670128981.645918,100,1418
16,24,28,24,Validation,79.0,e4e8faf57d6728af,2.307999849319458,0.09200000762939452,1670131526.972,28,<img src='/static/targets/24.JPEG' />,<img src='/static/targets/28.JPEG' />,<img src='/static/targets/16.JPEG' />,<img src='/static/targets/24.JPEG' />,<img src='/static/targets/28.JPEG' />,24.JPEG,28.JPEG,16.JPEG,24.JPEG,28.JPEG,2545.3260819911957,2022-12-04T05:25:26.972000,1670128981.645918,141,1419
25,16,26,26,Validation,82.0,9daf1b566bc42d6b,1.491999864578247,0.051000118255615234,1670131527.357,16,<img src='/static/targets/16.JPEG' />,<img src='/static/targets/26.JPEG' />,<img src='/static/targets/25.JPEG' />,<img src='/static/targets/26.JPEG' />,<img src='/static/targets/16.JPEG' />,16.JPEG,26.JPEG,25.JPEG,26.JPEG,16.JPEG,2545.7110822200775,2022-12-04T05:25:27.357000,1670128981.645918,124,1420
10,12,13,12,Validation,76.0,a8e84fad8068adc1,3.5279998779296875,0.1830000877380371,1670131527.492,13,<img src='/static/targets/12.JPEG' />,<img src='/static/targets/13.JPEG' />,<img src='/static/targets/10.jpg' />,<img src='/static/targets/12.JPEG' />,<img src='/static/targets/13.JPEG' />,12.JPEG,13.JPEG,10.jpg,12.JPEG,13.JPEG,2545.8460822105408,2022-12-04T05:25:27.492000,1670128981.645918,134,1421
13,1,11,11,Validation,81.0,be6fb84127ca9b5d,2.0460000038146973,0.08700013160705566,1670131527.612,1,<img src='/static/targets/1.JPEG' />,<img src='/static/targets/11.JPEG' />,<img src='/static/targets/13.JPEG' />,<img src='/static/targets/11.JPEG' />,<img src='/static/targets/1.JPEG' />,1.JPEG,11.JPEG,13.JPEG,11.JPEG,1.JPEG,2545.9660820961,2022-12-04T05:25:27.612000,1670128981.645918,129,1422
5,9,16,9,Validation,83.0,9add8060ffd588d2,2.0269999504089355,0.26800012588500977,1670131527.96,16,<img src='/static/targets/9.JPEG' />,<img src='/static/targets/16.JPEG' />,<img src='/static/targets/5.JPEG' />,<img src='/static/targets/9.JPEG' />,<img src='/static/targets/16.JPEG' />,9.JPEG,16.JPEG,5.JPEG,9.JPEG,16.JPEG,2546.314082145691,2022-12-04T05:25:27.960000,1670128981.645918,101,1423
21,26,18,26,Validation,78.0,9efda4711a7c027a,3.7109999656677246,0.11899995803833008,1670131527.962,18,<img src='/static/targets/26.JPEG' />,<img src='/static/targets/18.JPEG' />,<img src='/static/targets/21.JPEG' />,<img src='/static/targets/26.JPEG' />,<img src='/static/targets/18.JPEG' />,26.JPEG,18.JPEG,21.JPEG,26.JPEG,18.JPEG,2546.3160820007324,2022-12-04T05:25:27.962000,1670128981.645918,126,1424
14,12,5,12,Validation,86.0,9daf1b566bc42d6b,1.2990000247955322,0.029000043869018555,1670131528.692,5,<img src='/static/targets/12.JPEG' />,<img src='/static/targets/5.JPEG' />,<img src='/static/targets/14.JPEG' />,<img src='/static/targets/12.JPEG' />,<img src='/static/targets/5.JPEG' />,12.JPEG,5.JPEG,14.JPEG,12.JPEG,5.JPEG,2547.046082019806,2022-12-04T05:25:28.692000,1670128981.645918,125,1425
13,8,1,1,Validation,80.0,fb1aebd048435746,3.4580001831054688,0.18499994277954104,1670131528.897,8,<img src='/static/targets/8.JPEG' />,<img src='/static/targets/1.JPEG' />,<img src='/static/targets/13.JPEG' />,<img src='/static/targets/1.JPEG' />,<img src='/static/targets/8.JPEG' />,8.JPEG,1.JPEG,13.JPEG,1.JPEG,8.JPEG,2547.2510821819305,2022-12-04T05:25:28.897000,1670128981.645918,5,1426
23,12,18,18,Validation,87.0,a8e84fad8068adc1,1.505000114440918,0.17499995231628418,1670131529.093,12,<img src='/static/targets/12.JPEG' />,<img src='/static/targets/18.JPEG' />,<img src='/static/targets/23.JPEG' />,<img src='/static/targets/18.JPEG' />,<img src='/static/targets/12.JPEG' />,12.JPEG,18.JPEG,23.JPEG,18.JPEG,12.JPEG,2547.447082042694,2022-12-04T05:25:29.093000,1670128981.645918,135,1427
8,7,13,7,Validation,88.0,be6fb84127ca9b5d,1.8029999732971191,0.1809999942779541,1670131529.503,13,<img src='/static/targets/7.JPEG' />,<img src='/static/targets/13.JPEG' />,<img src='/static/targets/8.JPEG' />,<img src='/static/targets/7.JPEG' />,<img src='/static/targets/13.JPEG' />,7.JPEG,13.JPEG,8.JPEG,7.JPEG,13.JPEG,2547.857082128525,2022-12-04T05:25:29.503000,1670128981.645918,130,1428
7,9,5,9,Validation,90.0,9efda4711a7c027a,1.687999963760376,0.2049999237060547,1670131529.768,5,<img src='/static/targets/9.JPEG' />,<img src='/static/targets/5.JPEG' />,<img src='/static/targets/7.JPEG' />,<img src='/static/targets/9.JPEG' />,<img src='/static/targets/5.JPEG' />,9.JPEG,5.JPEG,7.JPEG,9.JPEG,5.JPEG,2548.1220819950104,2022-12-04T05:25:29.768000,1670128981.645918,127,1429
4,11,15,11,Validation,91.0,9daf1b566bc42d6b,1.25600004196167,0.03099989891052246,1670131529.979,15,<img src='/static/targets/11.JPEG' />,<img src='/static/targets/15.jpg' />,<img src='/static/targets/4.JPEG' />,<img src='/static/targets/11.JPEG' />,<img src='/static/targets/15.jpg' />,11.JPEG,15.jpg,4.JPEG,11.JPEG,15.jpg,2548.3330821990967,2022-12-04T05:25:29.979000,1670128981.645918,126,1430
20,9,23,23,Validation,73.0,4f1a504f89220f32,6.5920000076293945,0.3919999599456787,1670131530.028,9,<img src='/static/targets/9.JPEG' />,<img src='/static/targets/23.JPEG' />,<img src='/static/targets/20.JPEG' />,<img src='/static/targets/23.JPEG' />,<img src='/static/targets/9.JPEG' />,9.JPEG,23.JPEG,20.JPEG,23.JPEG,9.JPEG,2548.382082223892,2022-12-04T05:25:30.028000,1670128981.645918,62,1431
5,25,8,8,Validation,89.0,9add8060ffd588d2,2.239000082015991,0.0969998836517334,1670131530.365,25,<img src='/static/targets/25.JPEG' />,<img src='/static/targets/8.JPEG' />,<img src='/static/targets/5.JPEG' />,<img src='/static/targets/8.JPEG' />,<img src='/static/targets/25.JPEG' />,25.JPEG,8.JPEG,5.JPEG,8.JPEG,25.JPEG,2548.7190821170807,2022-12-04T05:25:30.365000,1670128981.645918,102,1432
26,7,27,27,Validation,92.0,fb1aebd048435746,1.684000015258789,0.18600010871887207,1670131530.673,7,<img src='/static/targets/7.JPEG' />,<img src='/static/targets/27.JPEG' />,<img src='/static/targets/26.JPEG' />,<img src='/static/targets/27.JPEG' />,<img src='/static/targets/7.JPEG' />,7.JPEG,27.JPEG,26.JPEG,27.JPEG,7.JPEG,2549.0270822048187,2022-12-04T05:25:30.673000,1670128981.645918,6,1433
17,16,29,16,Validation,93.0,a8e84fad8068adc1,1.5279998779296875,0.0989999771118164,1670131530.752,29,<img src='/static/targets/16.JPEG' />,<img src='/static/targets/29.JPEG' />,<img src='/static/targets/17.JPEG' />,<img src='/static/targets/16.JPEG' />,<img src='/static/targets/29.JPEG' />,16.JPEG,29.JPEG,17.JPEG,16.JPEG,29.JPEG,2549.106082201004,2022-12-04T05:25:30.752000,1670128981.645918,136,1434
21,16,11,16,Validation,94.0,be6fb84127ca9b5d,1.7300000190734863,0.08699989318847656,1670131531.314,11,<img src='/static/targets/16.JPEG' />,<img src='/static/targets/11.JPEG' />,<img src='/static/targets/21.JPEG' />,<img src='/static/targets/16.JPEG' />,<img src='/static/targets/11.JPEG' />,16.JPEG,11.JPEG,21.JPEG,16.JPEG,11.JPEG,2549.668081998825,2022-12-04T05:25:31.314000,1670128981.645918,131,1435
23,25,21,21,Validation,84.0,e4e8faf57d6728af,4.448999881744385,0.1830000877380371,1670131531.607,25,<img src='/static/targets/25.JPEG' />,<img src='/static/targets/21.JPEG' />,<img src='/static/targets/23.JPEG' />,<img src='/static/targets/21.JPEG' />,<img src='/static/targets/25.JPEG' />,25.JPEG,21.JPEG,23.JPEG,21.JPEG,25.JPEG,2549.9610822200775,2022-12-04T05:25:31.607000,1670128981.645918,142,1436
13,3,9,3,Validation,96.0,9daf1b566bc42d6b,1.9079999923706057,0.03399991989135742,1670131531.917,9,<img src='/static/targets/3.JPEG' />,<img src='/static/targets/9.JPEG' />,<img src='/static/targets/13.JPEG' />,<img src='/static/targets/3.JPEG' />,<img src='/static/targets/9.JPEG' />,3.JPEG,9.JPEG,13.JPEG,3.JPEG,9.JPEG,2550.271082162857,2022-12-04T05:25:31.917000,1670128981.645918,127,1437
17,19,8,19,Validation,95.0,9efda4711a7c027a,2.111999988555908,0.1230001449584961,1670131532.09,8,<img src='/static/targets/19.JPEG' />,<img src='/static/targets/8.JPEG' />,<img src='/static/targets/17.JPEG' />,<img src='/static/targets/19.JPEG' />,<img src='/static/targets/8.JPEG' />,19.JPEG,8.JPEG,17.JPEG,19.JPEG,8.JPEG,2550.4440820217133,2022-12-04T05:25:32.090000,1670128981.645918,128,1438
29,27,25,27,Validation,98.0,9add8060ffd588d2,1.6389999389648438,0.1919999122619629,1670131532.119,25,<img src='/static/targets/27.JPEG' />,<img src='/static/targets/25.JPEG' />,<img src='/static/targets/29.JPEG' />,<img src='/static/targets/27.JPEG' />,<img src='/static/targets/25.JPEG' />,27.JPEG,25.JPEG,29.JPEG,27.JPEG,25.JPEG,2550.4730820655823,2022-12-04T05:25:32.119000,1670128981.645918,103,1439
22,19,20,20,Validation,99.0,fb1aebd048435746,1.75,0.09800004959106444,1670131532.525,19,<img src='/static/targets/19.JPEG' />,<img src='/static/targets/20.JPEG' />,<img src='/static/targets/22.JPEG' />,<img src='/static/targets/20.JPEG' />,<img src='/static/targets/19.JPEG' />,19.JPEG,20.JPEG,22.JPEG,20.JPEG,19.JPEG,2550.8790822029114,2022-12-04T05:25:32.525000,1670128981.645918,7,1440
0,14,24,14,Validation,101.0,be6fb84127ca9b5d,1.4730000495910645,0.09500002861022948,1670131532.885,24,<img src='/static/targets/14.JPEG' />,<img src='/static/targets/24.JPEG' />,<img src='/static/targets/0.JPEG' />,<img src='/static/targets/14.JPEG' />,<img src='/static/targets/24.JPEG' />,14.JPEG,24.JPEG,0.JPEG,14.JPEG,24.JPEG,2551.239082098007,2022-12-04T05:25:32.885000,1670128981.645918,132,1441
