head,left,right,winner,sampler,score,puid,response_time,network_latency,time_received,loser,left_html,right_html,head_html,winner_html,loser_html,left_filename,right_filename,head_filename,winner_filename,loser_filename,time_received_since_start,datetime_received,start_time,puid_num_responses,num_responses
24,27,2,27,Validation,35.0,d2f6028a06e3e08d,3.1019999980926514,0.0930001735687256,1670133623.138,2,<img src='/static/targets/27.JPEG' />,<img src='/static/targets/2.JPEG' />,<img src='/static/targets/24.JPEG' />,<img src='/static/targets/27.JPEG' />,<img src='/static/targets/2.JPEG' />,27.JPEG,2.JPEG,24.JPEG,27.JPEG,2.JPEG,4641.492082118988,2022-12-04T06:00:23.138000,1670128981.645918,105,4821
13,3,9,3,Validation,40.0,b92468fd1667e5a7,3.5269999504089355,0.4010000228881836,1670133623.414,9,<img src='/static/targets/3.JPEG' />,<img src='/static/targets/9.JPEG' />,<img src='/static/targets/13.JPEG' />,<img src='/static/targets/3.JPEG' />,<img src='/static/targets/9.JPEG' />,3.JPEG,9.JPEG,13.JPEG,3.JPEG,9.JPEG,4641.768082141876,2022-12-04T06:00:23.414000,1670128981.645918,133,4822
14,13,11,13,Validation,48.0,58599d08f4dc7338,1.5290000438690186,0.5520000457763672,1670133624.362,11,<img src='/static/targets/13.JPEG' />,<img src='/static/targets/11.JPEG' />,<img src='/static/targets/14.JPEG' />,<img src='/static/targets/13.JPEG' />,<img src='/static/targets/11.JPEG' />,13.JPEG,11.JPEG,14.JPEG,13.JPEG,11.JPEG,4642.7160820961,2022-12-04T06:00:24.362000,1670128981.645918,149,4823
6,2,13,2,Validation,29.0,cb6c935236c4b2f7,9.246999979019163,0.3880000114440918,1670133624.688,13,<img src='/static/targets/2.JPEG' />,<img src='/static/targets/13.JPEG' />,<img src='/static/targets/6.JPEG' />,<img src='/static/targets/2.JPEG' />,<img src='/static/targets/13.JPEG' />,2.JPEG,13.JPEG,6.JPEG,2.JPEG,13.JPEG,4643.042082071304,2022-12-04T06:00:24.688000,1670128981.645918,40,4824
17,18,15,18,Validation,49.0,321ad77a2897e087,1.8949999809265137,0.6089999675750732,1670133624.777,15,<img src='/static/targets/18.JPEG' />,<img src='/static/targets/15.jpg' />,<img src='/static/targets/17.JPEG' />,<img src='/static/targets/18.JPEG' />,<img src='/static/targets/15.jpg' />,18.JPEG,15.jpg,17.JPEG,18.JPEG,15.jpg,4643.131082057953,2022-12-04T06:00:24.777000,1670128981.645918,114,4825
7,9,2,9,Validation,46.0,a3899ada1e5c3542,3.2179999351501465,0.10800004005432128,1670133625.356,2,<img src='/static/targets/9.JPEG' />,<img src='/static/targets/2.JPEG' />,<img src='/static/targets/7.JPEG' />,<img src='/static/targets/9.JPEG' />,<img src='/static/targets/2.JPEG' />,9.JPEG,2.JPEG,7.JPEG,9.JPEG,2.JPEG,4643.710082054138,2022-12-04T06:00:25.356000,1670128981.645918,12,4826
22,20,21,20,Validation,44.0,e16673172e720aef,4.890000104904175,0.4159998893737793,1670133625.788,21,<img src='/static/targets/20.JPEG' />,<img src='/static/targets/21.JPEG' />,<img src='/static/targets/22.JPEG' />,<img src='/static/targets/20.JPEG' />,<img src='/static/targets/21.JPEG' />,20.JPEG,21.JPEG,22.JPEG,20.JPEG,21.JPEG,4644.1420822143555,2022-12-04T06:00:25.788000,1670128981.645918,76,4827
21,11,16,16,Validation,45.0,d37c572adcbb86b5,3.79800009727478,0.08800005912780762,1670133625.819,11,<img src='/static/targets/11.JPEG' />,<img src='/static/targets/16.JPEG' />,<img src='/static/targets/21.JPEG' />,<img src='/static/targets/16.JPEG' />,<img src='/static/targets/11.JPEG' />,11.JPEG,16.JPEG,21.JPEG,16.JPEG,11.JPEG,4644.173082113266,2022-12-04T06:00:25.819000,1670128981.645918,142,4828
21,18,26,26,Validation,47.0,7d078f9919506e75,3.8469998836517334,0.3530001640319824,1670133626.258,18,<img src='/static/targets/18.JPEG' />,<img src='/static/targets/26.JPEG' />,<img src='/static/targets/21.JPEG' />,<img src='/static/targets/26.JPEG' />,<img src='/static/targets/18.JPEG' />,18.JPEG,26.JPEG,21.JPEG,26.JPEG,18.JPEG,4644.612082004547,2022-12-04T06:00:26.258000,1670128981.645918,125,4829
24,26,20,20,Validation,52.0,58599d08f4dc7338,1.9839999675750732,0.2969999313354492,1670133626.607,26,<img src='/static/targets/26.JPEG' />,<img src='/static/targets/20.JPEG' />,<img src='/static/targets/24.JPEG' />,<img src='/static/targets/20.JPEG' />,<img src='/static/targets/26.JPEG' />,26.JPEG,20.JPEG,24.JPEG,20.JPEG,26.JPEG,4644.9610822200775,2022-12-04T06:00:26.607000,1670128981.645918,150,4830
23,22,25,22,Validation,55.0,a3899ada1e5c3542,1.5769999027252195,0.22099995613098145,1670133627.052,25,<img src='/static/targets/22.JPEG' />,<img src='/static/targets/25.JPEG' />,<img src='/static/targets/23.JPEG' />,<img src='/static/targets/22.JPEG' />,<img src='/static/targets/25.JPEG' />,22.JPEG,25.JPEG,23.JPEG,22.JPEG,25.JPEG,4645.40608215332,2022-12-04T06:00:27.052000,1670128981.645918,13,4831
8,5,6,6,Validation,54.0,321ad77a2897e087,2.1059999465942383,0.3100001811981201,1670133627.193,5,<img src='/static/targets/5.JPEG' />,<img src='/static/targets/6.JPEG' />,<img src='/static/targets/8.JPEG' />,<img src='/static/targets/6.JPEG' />,<img src='/static/targets/5.JPEG' />,5.JPEG,6.JPEG,8.JPEG,6.JPEG,5.JPEG,4645.547082185745,2022-12-04T06:00:27.193000,1670128981.645918,115,4832
24,9,27,27,Validation,57.0,d37c572adcbb86b5,1.897000074386597,0.16899991035461426,1670133627.798,9,<img src='/static/targets/9.JPEG' />,<img src='/static/targets/27.JPEG' />,<img src='/static/targets/24.JPEG' />,<img src='/static/targets/27.JPEG' />,<img src='/static/targets/9.JPEG' />,9.JPEG,27.JPEG,24.JPEG,27.JPEG,9.JPEG,4646.152082204819,2022-12-04T06:00:27.798000,1670128981.645918,143,4833
28,22,0,22,Validation,51.0,b92468fd1667e5a7,5.688000202178955,0.4629998207092285,1670133629.397,0,<img src='/static/targets/22.JPEG' />,<img src='/static/targets/0.JPEG' />,<img src='/static/targets/28.JPEG' />,<img src='/static/targets/22.JPEG' />,<img src='/static/targets/0.JPEG' />,22.JPEG,0.JPEG,28.JPEG,22.JPEG,0.JPEG,4647.7510821819305,2022-12-04T06:00:29.397000,1670128981.645918,134,4834
15,20,25,25,Validation,59.0,a3899ada1e5c3542,2.2879998683929443,0.12200021743774414,1670133629.568,20,<img src='/static/targets/20.JPEG' />,<img src='/static/targets/25.JPEG' />,<img src='/static/targets/15.jpg' />,<img src='/static/targets/25.JPEG' />,<img src='/static/targets/20.JPEG' />,20.JPEG,25.JPEG,15.jpg,25.JPEG,20.JPEG,4647.922082185745,2022-12-04T06:00:29.568000,1670128981.645918,14,4835
16,19,17,17,Validation,56.0,e16673172e720aef,3.661999940872192,0.36700010299682617,1670133629.887,19,<img src='/static/targets/19.JPEG' />,<img src='/static/targets/17.JPEG' />,<img src='/static/targets/16.JPEG' />,<img src='/static/targets/17.JPEG' />,<img src='/static/targets/19.JPEG' />,19.JPEG,17.JPEG,16.JPEG,17.JPEG,19.JPEG,4648.241082191467,2022-12-04T06:00:29.887000,1670128981.645918,77,4836
1,10,8,8,Validation,53.0,cb6c935236c4b2f7,5.033999919891357,0.3059999942779541,1670133630.02,10,<img src='/static/targets/10.jpg' />,<img src='/static/targets/8.JPEG' />,<img src='/static/targets/1.JPEG' />,<img src='/static/targets/8.JPEG' />,<img src='/static/targets/10.jpg' />,10.jpg,8.JPEG,1.JPEG,8.JPEG,10.jpg,4648.3740820884705,2022-12-04T06:00:30.020000,1670128981.645918,41,4837
8,13,7,7,Validation,60.0,321ad77a2897e087,2.490000009536743,0.31100010871887207,1670133630.308,13,<img src='/static/targets/13.JPEG' />,<img src='/static/targets/7.JPEG' />,<img src='/static/targets/8.JPEG' />,<img src='/static/targets/7.JPEG' />,<img src='/static/targets/13.JPEG' />,13.JPEG,7.JPEG,8.JPEG,7.JPEG,13.JPEG,4648.662082195282,2022-12-04T06:00:30.308000,1670128981.645918,116,4838
4,9,14,9,Validation,63.0,a3899ada1e5c3542,1.930999994277954,0.23000001907348633,1670133631.787,14,<img src='/static/targets/9.JPEG' />,<img src='/static/targets/14.JPEG' />,<img src='/static/targets/4.JPEG' />,<img src='/static/targets/9.JPEG' />,<img src='/static/targets/14.JPEG' />,9.JPEG,14.JPEG,4.JPEG,9.JPEG,14.JPEG,4650.141082048416,2022-12-04T06:00:31.787000,1670128981.645918,15,4839
10,12,13,12,Validation,34.0,b421c5f7d6482867,14.388000011444092,0.23599982261657715,1670133631.933,13,<img src='/static/targets/12.JPEG' />,<img src='/static/targets/13.JPEG' />,<img src='/static/targets/10.jpg' />,<img src='/static/targets/12.JPEG' />,<img src='/static/targets/13.JPEG' />,12.JPEG,13.JPEG,10.jpg,12.JPEG,13.JPEG,4650.287082195282,2022-12-04T06:00:31.933000,1670128981.645918,99,4840
8,11,3,11,Validation,62.0,b92468fd1667e5a7,2.5810000896453857,0.3020000457763672,1670133632.325,3,<img src='/static/targets/11.JPEG' />,<img src='/static/targets/3.JPEG' />,<img src='/static/targets/8.JPEG' />,<img src='/static/targets/11.JPEG' />,<img src='/static/targets/3.JPEG' />,11.JPEG,3.JPEG,8.JPEG,11.JPEG,3.JPEG,4650.679082155228,2022-12-04T06:00:32.325000,1670128981.645918,135,4841
23,25,21,21,Validation,58.0,7d078f9919506e75,6.680999994277954,0.24600005149841309,1670133633.294,25,<img src='/static/targets/25.JPEG' />,<img src='/static/targets/21.JPEG' />,<img src='/static/targets/23.JPEG' />,<img src='/static/targets/21.JPEG' />,<img src='/static/targets/25.JPEG' />,25.JPEG,21.JPEG,23.JPEG,21.JPEG,25.JPEG,4651.648082017899,2022-12-04T06:00:33.294000,1670128981.645918,126,4842
9,20,5,5,Validation,64.0,e16673172e720aef,3.1540000438690186,0.440000057220459,1670133633.402,20,<img src='/static/targets/20.JPEG' />,<img src='/static/targets/5.JPEG' />,<img src='/static/targets/9.JPEG' />,<img src='/static/targets/5.JPEG' />,<img src='/static/targets/20.JPEG' />,20.JPEG,5.JPEG,9.JPEG,5.JPEG,20.JPEG,4651.756082057953,2022-12-04T06:00:33.402000,1670128981.645918,78,4843
17,16,20,16,Validation,66.0,321ad77a2897e087,3.3980000019073486,0.6099998950958252,1670133634.298,20,<img src='/static/targets/16.JPEG' />,<img src='/static/targets/20.JPEG' />,<img src='/static/targets/17.JPEG' />,<img src='/static/targets/16.JPEG' />,<img src='/static/targets/20.JPEG' />,16.JPEG,20.JPEG,17.JPEG,16.JPEG,20.JPEG,4652.652082204819,2022-12-04T06:00:34.298000,1670128981.645918,117,4844
0,28,3,3,Validation,68.0,b421c5f7d6482867,2.28499984741211,0.2350001335144043,1670133634.448,28,<img src='/static/targets/28.JPEG' />,<img src='/static/targets/3.JPEG' />,<img src='/static/targets/0.JPEG' />,<img src='/static/targets/3.JPEG' />,<img src='/static/targets/28.JPEG' />,28.JPEG,3.JPEG,0.JPEG,3.JPEG,28.JPEG,4652.802082061768,2022-12-04T06:00:34.448000,1670128981.645918,100,4845
14,28,2,2,Validation,65.0,cb6c935236c4b2f7,4.235999822616577,0.317000150680542,1670133634.575,28,<img src='/static/targets/28.JPEG' />,<img src='/static/targets/2.JPEG' />,<img src='/static/targets/14.JPEG' />,<img src='/static/targets/2.JPEG' />,<img src='/static/targets/28.JPEG' />,28.JPEG,2.JPEG,14.JPEG,2.JPEG,28.JPEG,4652.929082155228,2022-12-04T06:00:34.575000,1670128981.645918,42,4846
2,24,14,14,Validation,50.0,d2f6028a06e3e08d,9.825000047683716,3.4059998989105225,1670133635.875,24,<img src='/static/targets/24.JPEG' />,<img src='/static/targets/14.JPEG' />,<img src='/static/targets/2.JPEG' />,<img src='/static/targets/14.JPEG' />,<img src='/static/targets/24.JPEG' />,24.JPEG,14.JPEG,2.JPEG,14.JPEG,24.JPEG,4654.229082107544,2022-12-04T06:00:35.875000,1670128981.645918,106,4847
27,25,26,26,Validation,61.0,d37c572adcbb86b5,7.968000173568726,0.09099984169006348,1670133635.927,25,<img src='/static/targets/25.JPEG' />,<img src='/static/targets/26.JPEG' />,<img src='/static/targets/27.JPEG' />,<img src='/static/targets/26.JPEG' />,<img src='/static/targets/25.JPEG' />,25.JPEG,26.JPEG,27.JPEG,26.JPEG,25.JPEG,4654.28108215332,2022-12-04T06:00:35.927000,1670128981.645918,144,4848
11,25,12,12,Validation,70.0,7d078f9919506e75,3.2820000648498535,0.3659999370574951,1670133636.826,25,<img src='/static/targets/25.JPEG' />,<img src='/static/targets/12.JPEG' />,<img src='/static/targets/11.JPEG' />,<img src='/static/targets/12.JPEG' />,<img src='/static/targets/25.JPEG' />,25.JPEG,12.JPEG,11.JPEG,12.JPEG,25.JPEG,4655.180082082748,2022-12-04T06:00:36.826000,1670128981.645918,127,4849
2,0,4,4,Validation,72.0,321ad77a2897e087,1.9529998302459717,0.6230001449584961,1670133636.908,0,<img src='/static/targets/0.JPEG' />,<img src='/static/targets/4.JPEG' />,<img src='/static/targets/2.JPEG' />,<img src='/static/targets/4.JPEG' />,<img src='/static/targets/0.JPEG' />,0.JPEG,4.JPEG,2.JPEG,4.JPEG,0.JPEG,4655.262082099915,2022-12-04T06:00:36.908000,1670128981.645918,118,4850
27,29,15,29,Validation,71.0,e16673172e720aef,3.299000024795532,0.3599998950958252,1670133636.956,15,<img src='/static/targets/29.JPEG' />,<img src='/static/targets/15.jpg' />,<img src='/static/targets/27.JPEG' />,<img src='/static/targets/29.JPEG' />,<img src='/static/targets/15.jpg' />,29.JPEG,15.jpg,27.JPEG,29.JPEG,15.jpg,4655.310082197189,2022-12-04T06:00:36.956000,1670128981.645918,79,4851
2,1,10,1,Validation,73.0,b421c5f7d6482867,3.140000104904175,0.23600006103515625,1670133637.829,10,<img src='/static/targets/1.JPEG' />,<img src='/static/targets/10.jpg' />,<img src='/static/targets/2.JPEG' />,<img src='/static/targets/1.JPEG' />,<img src='/static/targets/10.jpg' />,1.JPEG,10.jpg,2.JPEG,1.JPEG,10.jpg,4656.183082103729,2022-12-04T06:00:37.829000,1670128981.645918,101,4852
29,16,9,16,Validation,76.0,d2f6028a06e3e08d,2.327000141143799,2.19599986076355,1670133638.378,9,<img src='/static/targets/16.JPEG' />,<img src='/static/targets/9.JPEG' />,<img src='/static/targets/29.JPEG' />,<img src='/static/targets/16.JPEG' />,<img src='/static/targets/9.JPEG' />,16.JPEG,9.JPEG,29.JPEG,16.JPEG,9.JPEG,4656.732082128525,2022-12-04T06:00:38.378000,1670128981.645918,107,4853
13,11,12,11,Validation,67.0,a3899ada1e5c3542,7.588000059127808,0.26999998092651367,1670133639.598,12,<img src='/static/targets/11.JPEG' />,<img src='/static/targets/12.JPEG' />,<img src='/static/targets/13.JPEG' />,<img src='/static/targets/11.JPEG' />,<img src='/static/targets/12.JPEG' />,11.JPEG,12.JPEG,13.JPEG,11.JPEG,12.JPEG,4657.952082157135,2022-12-04T06:00:39.598000,1670128981.645918,16,4854
5,9,29,9,Validation,74.0,cb6c935236c4b2f7,5.011999845504761,0.3000001907348633,1670133639.885,29,<img src='/static/targets/9.JPEG' />,<img src='/static/targets/29.JPEG' />,<img src='/static/targets/5.JPEG' />,<img src='/static/targets/9.JPEG' />,<img src='/static/targets/29.JPEG' />,9.JPEG,29.JPEG,5.JPEG,9.JPEG,29.JPEG,4658.239082098007,2022-12-04T06:00:39.885000,1670128981.645918,43,4855
13,14,27,14,Validation,78.0,321ad77a2897e087,2.86299991607666,0.33700013160705566,1670133640.081,27,<img src='/static/targets/14.JPEG' />,<img src='/static/targets/27.JPEG' />,<img src='/static/targets/13.JPEG' />,<img src='/static/targets/14.JPEG' />,<img src='/static/targets/27.JPEG' />,14.JPEG,27.JPEG,13.JPEG,14.JPEG,27.JPEG,4658.435082197189,2022-12-04T06:00:40.081000,1670128981.645918,119,4856
9,12,6,6,Validation,82.0,d2f6028a06e3e08d,1.743000030517578,0.1529998779296875,1670133640.248,12,<img src='/static/targets/12.JPEG' />,<img src='/static/targets/6.JPEG' />,<img src='/static/targets/9.JPEG' />,<img src='/static/targets/6.JPEG' />,<img src='/static/targets/12.JPEG' />,12.JPEG,6.JPEG,9.JPEG,6.JPEG,12.JPEG,4658.602082014084,2022-12-04T06:00:40.248000,1670128981.645918,108,4857
27,22,19,22,Validation,69.0,b92468fd1667e5a7,7.546000003814697,0.31399989128112793,1670133640.3,19,<img src='/static/targets/22.JPEG' />,<img src='/static/targets/19.JPEG' />,<img src='/static/targets/27.JPEG' />,<img src='/static/targets/22.JPEG' />,<img src='/static/targets/19.JPEG' />,22.JPEG,19.JPEG,27.JPEG,22.JPEG,19.JPEG,4658.65408205986,2022-12-04T06:00:40.300000,1670128981.645918,136,4858
15,23,28,28,Validation,77.0,d37c572adcbb86b5,4.7840001583099365,0.16699981689453125,1670133640.873,23,<img src='/static/targets/23.JPEG' />,<img src='/static/targets/28.JPEG' />,<img src='/static/targets/15.jpg' />,<img src='/static/targets/28.JPEG' />,<img src='/static/targets/23.JPEG' />,23.JPEG,28.JPEG,15.jpg,28.JPEG,23.JPEG,4659.227082014084,2022-12-04T06:00:40.873000,1670128981.645918,145,4859
25,11,28,28,Validation,80.0,e16673172e720aef,3.5189998149871826,0.3000001907348633,1670133640.873,11,<img src='/static/targets/11.JPEG' />,<img src='/static/targets/28.JPEG' />,<img src='/static/targets/25.JPEG' />,<img src='/static/targets/28.JPEG' />,<img src='/static/targets/11.JPEG' />,11.JPEG,28.JPEG,25.JPEG,28.JPEG,11.JPEG,4659.227082014084,2022-12-04T06:00:40.873000,1670128981.645918,80,4860
22,21,24,21,Validation,83.0,a3899ada1e5c3542,1.868000030517578,0.25499987602233887,1670133641.606,24,<img src='/static/targets/21.JPEG' />,<img src='/static/targets/24.JPEG' />,<img src='/static/targets/22.JPEG' />,<img src='/static/targets/21.JPEG' />,<img src='/static/targets/24.JPEG' />,21.JPEG,24.JPEG,22.JPEG,21.JPEG,24.JPEG,4659.960082054138,2022-12-04T06:00:41.606000,1670128981.645918,17,4861
7,4,10,10,Validation,79.0,7d078f9919506e75,5.0309998989105225,0.25,1670133642.22,4,<img src='/static/targets/4.JPEG' />,<img src='/static/targets/10.jpg' />,<img src='/static/targets/7.JPEG' />,<img src='/static/targets/10.jpg' />,<img src='/static/targets/4.JPEG' />,4.JPEG,10.jpg,7.JPEG,10.jpg,4.JPEG,4660.574082136154,2022-12-04T06:00:42.220000,1670128981.645918,128,4862
14,2,6,2,Validation,81.0,b421c5f7d6482867,4.463000059127808,0.24099993705749512,1670133642.536,6,<img src='/static/targets/2.JPEG' />,<img src='/static/targets/6.JPEG' />,<img src='/static/targets/14.JPEG' />,<img src='/static/targets/2.JPEG' />,<img src='/static/targets/6.JPEG' />,2.JPEG,6.JPEG,14.JPEG,2.JPEG,6.JPEG,4660.890082120895,2022-12-04T06:00:42.536000,1670128981.645918,102,4863
10,6,25,6,Validation,88.0,d37c572adcbb86b5,1.6760001182556152,0.1639997959136963,1670133642.651,25,<img src='/static/targets/6.JPEG' />,<img src='/static/targets/25.JPEG' />,<img src='/static/targets/10.jpg' />,<img src='/static/targets/6.JPEG' />,<img src='/static/targets/25.JPEG' />,6.JPEG,25.JPEG,10.jpg,6.JPEG,25.JPEG,4661.005082130432,2022-12-04T06:00:42.651000,1670128981.645918,146,4864
0,17,4,4,Validation,86.0,d2f6028a06e3e08d,1.9470000267028809,0.2109999656677246,1670133642.747,17,<img src='/static/targets/17.JPEG' />,<img src='/static/targets/4.JPEG' />,<img src='/static/targets/0.JPEG' />,<img src='/static/targets/4.JPEG' />,<img src='/static/targets/17.JPEG' />,17.JPEG,4.JPEG,0.JPEG,4.JPEG,17.JPEG,4661.101082086563,2022-12-04T06:00:42.747000,1670128981.645918,109,4865
8,3,19,19,Validation,87.0,b92468fd1667e5a7,2.6399998664855957,0.4660000801086426,1670133643.119,3,<img src='/static/targets/3.JPEG' />,<img src='/static/targets/19.JPEG' />,<img src='/static/targets/8.JPEG' />,<img src='/static/targets/19.JPEG' />,<img src='/static/targets/3.JPEG' />,3.JPEG,19.JPEG,8.JPEG,19.JPEG,3.JPEG,4661.473082065582,2022-12-04T06:00:43.119000,1670128981.645918,137,4866
17,22,15,15,Validation,90.0,a3899ada1e5c3542,1.7669999599456787,0.12400007247924805,1670133643.496,22,<img src='/static/targets/22.JPEG' />,<img src='/static/targets/15.jpg' />,<img src='/static/targets/17.JPEG' />,<img src='/static/targets/15.jpg' />,<img src='/static/targets/22.JPEG' />,22.JPEG,15.jpg,17.JPEG,15.jpg,22.JPEG,4661.850082159042,2022-12-04T06:00:43.496000,1670128981.645918,18,4867
3,4,0,4,Validation,85.0,321ad77a2897e087,2.9140000343322754,0.621999979019165,1670133643.616,0,<img src='/static/targets/4.JPEG' />,<img src='/static/targets/0.JPEG' />,<img src='/static/targets/3.JPEG' />,<img src='/static/targets/4.JPEG' />,<img src='/static/targets/0.JPEG' />,4.JPEG,0.JPEG,3.JPEG,4.JPEG,0.JPEG,4661.970082044601,2022-12-04T06:00:43.616000,1670128981.645918,120,4868
17,19,18,18,Validation,89.0,e16673172e720aef,2.7130000591278076,0.5710000991821289,1670133644.17,19,<img src='/static/targets/19.JPEG' />,<img src='/static/targets/18.JPEG' />,<img src='/static/targets/17.JPEG' />,<img src='/static/targets/18.JPEG' />,<img src='/static/targets/19.JPEG' />,19.JPEG,18.JPEG,17.JPEG,18.JPEG,19.JPEG,4662.524082183838,2022-12-04T06:00:44.170000,1670128981.645918,81,4869
18,4,17,17,Validation,84.0,cb6c935236c4b2f7,4.297999858856201,0.3890001773834229,1670133644.57,4,<img src='/static/targets/4.JPEG' />,<img src='/static/targets/17.JPEG' />,<img src='/static/targets/18.JPEG' />,<img src='/static/targets/17.JPEG' />,<img src='/static/targets/4.JPEG' />,4.JPEG,17.JPEG,18.JPEG,17.JPEG,4.JPEG,4662.924082040787,2022-12-04T06:00:44.570000,1670128981.645918,44,4870
15,26,17,17,Validation,93.0,d37c572adcbb86b5,2.563999891281128,0.09599995613098145,1670133645.383,26,<img src='/static/targets/26.JPEG' />,<img src='/static/targets/17.JPEG' />,<img src='/static/targets/15.jpg' />,<img src='/static/targets/17.JPEG' />,<img src='/static/targets/26.JPEG' />,26.JPEG,17.JPEG,15.jpg,17.JPEG,26.JPEG,4663.737082004547,2022-12-04T06:00:45.383000,1670128981.645918,147,4871
22,4,21,21,Validation,97.0,321ad77a2897e087,1.6419999599456787,0.6380000114440918,1670133645.603,4,<img src='/static/targets/4.JPEG' />,<img src='/static/targets/21.JPEG' />,<img src='/static/targets/22.JPEG' />,<img src='/static/targets/21.JPEG' />,<img src='/static/targets/4.JPEG' />,4.JPEG,21.JPEG,22.JPEG,21.JPEG,4.JPEG,4663.957082033157,2022-12-04T06:00:45.603000,1670128981.645918,121,4872
14,6,23,23,Validation,91.0,7d078f9919506e75,4.2820000648498535,0.375,1670133646.791,6,<img src='/static/targets/6.JPEG' />,<img src='/static/targets/23.JPEG' />,<img src='/static/targets/14.JPEG' />,<img src='/static/targets/23.JPEG' />,<img src='/static/targets/6.JPEG' />,6.JPEG,23.JPEG,14.JPEG,23.JPEG,6.JPEG,4665.145081996918,2022-12-04T06:00:46.791000,1670128981.645918,129,4873
20,23,5,23,Validation,100.0,d37c572adcbb86b5,1.693000078201294,0.1809999942779541,1670133647.188,5,<img src='/static/targets/23.JPEG' />,<img src='/static/targets/5.JPEG' />,<img src='/static/targets/20.JPEG' />,<img src='/static/targets/23.JPEG' />,<img src='/static/targets/5.JPEG' />,23.JPEG,5.JPEG,20.JPEG,23.JPEG,5.JPEG,4665.542082071304,2022-12-04T06:00:47.188000,1670128981.645918,148,4874
29,21,17,17,Validation,96.0,a3899ada1e5c3542,3.611999988555908,0.11699986457824708,1670133647.322,21,<img src='/static/targets/21.JPEG' />,<img src='/static/targets/17.JPEG' />,<img src='/static/targets/29.JPEG' />,<img src='/static/targets/17.JPEG' />,<img src='/static/targets/21.JPEG' />,21.JPEG,17.JPEG,29.JPEG,17.JPEG,21.JPEG,4665.676082134247,2022-12-04T06:00:47.322000,1670128981.645918,19,4875
29,23,1,1,Validation,95.0,b92468fd1667e5a7,4.315999984741211,0.29000020027160645,1670133647.953,23,<img src='/static/targets/23.JPEG' />,<img src='/static/targets/1.JPEG' />,<img src='/static/targets/29.JPEG' />,<img src='/static/targets/1.JPEG' />,<img src='/static/targets/23.JPEG' />,23.JPEG,1.JPEG,29.JPEG,1.JPEG,23.JPEG,4666.3070821762085,2022-12-04T06:00:47.953000,1670128981.645918,138,4876
25,10,26,26,Validation,101.0,321ad77a2897e087,2.1440000534057617,0.312000036239624,1670133648.064,10,<img src='/static/targets/10.jpg' />,<img src='/static/targets/26.JPEG' />,<img src='/static/targets/25.JPEG' />,<img src='/static/targets/26.JPEG' />,<img src='/static/targets/10.jpg' />,10.jpg,26.JPEG,25.JPEG,26.JPEG,10.jpg,4666.418081998825,2022-12-04T06:00:48.064000,1670128981.645918,122,4877
22,20,19,20,Validation,98.0,e16673172e720aef,3.6080000400543217,0.37399983406066895,1670133648.144,19,<img src='/static/targets/20.JPEG' />,<img src='/static/targets/19.JPEG' />,<img src='/static/targets/22.JPEG' />,<img src='/static/targets/20.JPEG' />,<img src='/static/targets/19.JPEG' />,20.JPEG,19.JPEG,22.JPEG,20.JPEG,19.JPEG,4666.49808216095,2022-12-04T06:00:48.144000,1670128981.645918,82,4878
0,7,2,2,Validation,94.0,d2f6028a06e3e08d,3.6470000743865967,0.4500000476837158,1670133648.415,7,<img src='/static/targets/7.JPEG' />,<img src='/static/targets/2.JPEG' />,<img src='/static/targets/0.JPEG' />,<img src='/static/targets/2.JPEG' />,<img src='/static/targets/7.JPEG' />,7.JPEG,2.JPEG,0.JPEG,2.JPEG,7.JPEG,4666.769082069397,2022-12-04T06:00:48.415000,1670128981.645918,110,4879
21,28,18,28,Validation,99.0,cb6c935236c4b2f7,3.818000078201294,0.3429999351501465,1670133648.734,18,<img src='/static/targets/28.JPEG' />,<img src='/static/targets/18.JPEG' />,<img src='/static/targets/21.JPEG' />,<img src='/static/targets/28.JPEG' />,<img src='/static/targets/18.JPEG' />,28.JPEG,18.JPEG,21.JPEG,28.JPEG,18.JPEG,4667.088082075119,2022-12-04T06:00:48.734000,1670128981.645918,45,4880
5,24,14,14,Validation,105.0,b92468fd1667e5a7,1.684000015258789,0.3639998435974121,1670133649.792,24,<img src='/static/targets/24.JPEG' />,<img src='/static/targets/14.JPEG' />,<img src='/static/targets/5.JPEG' />,<img src='/static/targets/14.JPEG' />,<img src='/static/targets/24.JPEG' />,24.JPEG,14.JPEG,5.JPEG,14.JPEG,24.JPEG,4668.146082162857,2022-12-04T06:00:49.792000,1670128981.645918,139,4881
23,12,18,12,Validation,103.0,d37c572adcbb86b5,2.7230000495910645,0.09399986267089844,1670133650.077,18,<img src='/static/targets/12.JPEG' />,<img src='/static/targets/18.JPEG' />,<img src='/static/targets/23.JPEG' />,<img src='/static/targets/12.JPEG' />,<img src='/static/targets/18.JPEG' />,12.JPEG,18.JPEG,23.JPEG,12.JPEG,18.JPEG,4668.431082010269,2022-12-04T06:00:50.077000,1670128981.645918,149,4882
17,15,16,16,Validation,102.0,7d078f9919506e75,3.3350000381469727,0.2969999313354492,1670133650.508,15,<img src='/static/targets/15.jpg' />,<img src='/static/targets/16.JPEG' />,<img src='/static/targets/17.JPEG' />,<img src='/static/targets/16.JPEG' />,<img src='/static/targets/15.jpg' />,15.jpg,16.JPEG,17.JPEG,16.JPEG,15.jpg,4668.862082004547,2022-12-04T06:00:50.508000,1670128981.645918,130,4883
