,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
airplane,50.10571080478561,55.80929642491304,53.96089158945822,-23.127125790550686,-31.14433511426373,59.445051050353484,-34.47752755155853,20.679206451982928,-26.50076041238223,12.611498476979696,4.657767097943579,15.394395447750396,-26.74202164082699,101.23273360475405,59.42492334756387,-59.77974464119648,32.58178453291898,77.41557365792028,-11.336479141092271,-15.349180734002315,-18.720448384565564,-2.043468225665791,31.28028297842028,69.6208484362851,23.795601762478828,16.841190509806736,22.40945191162202,-22.169962759340972,-32.27175643501748,50.45026219840459,0.39075529278312043,-30.365901762517947,21.683687832200224,-20.82612728688813,48.760366035553375,-14.421619099455594,-72.86725063840998,60.68167348173511,54.55891746864531,5.509477604208446
alligator,-1.1992030260419515,-4.940984998459355,-15.700215466000891,7.817996992860382,5.314231557129079,-5.46947793208702,7.828096102295106,4.7433623276324175,-6.726636478268628,19.432489043244075,-15.967276942885391,-0.3240345764257358,7.216174277278748,-7.201049651116986,-5.899274440835337,8.900408167986152,3.4554789975449816,-9.953662505939553,-7.654657125884077,15.970653025994682,-4.467362854627523,3.503337839319153,8.044416524633322,-7.785073328526889,0.8330746117143754,-22.94130490164687,8.721124972455552,-4.299111477361285,-11.997353773445532,-2.811241062972657,-6.102055049081876,2.6417145938622655,-9.06876503145967,4.490970566059213,-14.721097549307451,4.754065842070987,1.0655614438590684,-7.293763047798562,-9.28606586263172,-3.745294967266037
ant,-5.963513600004139,-1.6032193293708816,-3.698796221388709,6.7167593130982235,-1.7322469517269403,-5.138404445633904,14.114598569965981,12.283302645101324,-6.76267377137108,20.831753516696395,-9.542232518735187,-10.511601390584945,4.9051387187192566,-13.316925506818132,-0.5362234616232421,11.534058873387712,7.459062072617033,-7.11413322887196,-8.790213976914343,1.5997735012101704,-1.3093722365691025,-2.9150939876244713,5.730209563253852,-7.434644571647438,-2.6968110616743504,-11.833988785057647,8.13499362226689,-0.1348494473835759,-8.956667170324476,-4.806955537906858,-5.0766432163803845,-1.3301703474760562,-3.350676200189585,-1.263409263549161,-8.140652348794609,3.602138874304494,13.244185816424787,-15.46036685501951,-15.722929874741615,-5.346568812608029
anvil,-4.49437993486238,-2.281773703456229,-13.426506912946177,-7.539712652977244,1.4080518320684172,4.953056069954055,11.785141947054125,-0.1229404350208883,-1.9352075869598455,18.73373684741696,-6.911771959013811,-11.152406225876794,7.6851622285576715,-5.563829995718331,-0.6777564182402334,10.637291489114816,5.03213162246955,-4.187970129971218,-4.121970840949033,9.567318591993295,-4.317596499125966,1.5611751168896462,7.977598152955441,-8.122234142034717,4.013849340988056,-16.504450531973106,18.130880719622994,8.383362599557424,-9.854482692136912,-11.234997225542338,-17.73917758966527,-4.3579587583951085,-6.015816639030964,-0.4159591609485531,-12.083883464783254,0.24644106416659242,-3.2236981772383477,0.220845192960728,-5.750743793553616,-2.245680524287817
axe,-20.508080470456626,10.111221127372186,1.5608163808048998,-14.488351279256001,9.195644406142321,12.649062236745388,15.291956642063264,-5.971192631800122,-3.477729757188033,22.75974467757623,-8.328598844994668,12.172504212689523,-10.62425976093933,-9.515184593909101,-1.865347407287048,-3.353743827587525,-6.949253861075509,12.895751713720587,11.653971186146451,6.136541414324884,5.09395106792158,11.279683288173736,7.10658780221946,-8.500578633181442,8.364878303502122,-16.448452931736778,-0.1599076622687143,21.31495377747826,16.6545791686064,-24.976618721738564,-25.51018900210256,-24.292235423347805,-10.74372609145455,4.921266305205554,4.266359954472151,-8.771673873934748,-25.406606624354957,35.76125831803438,-3.653232440185012,6.00248268444491
beaver,-148.5863233266354,32.35272610798422,23.16261440482948,-31.089831321645132,139.5023585142233,-145.33069281226628,-124.04332461032475,-79.12828601421533,-75.85974954477992,28.180752814584583,106.28536842006841,144.54019082416548,-82.170328350267,147.81759797117422,-46.747244662628326,-47.88753304846053,27.340044927197855,-127.52519102232712,11.490204446416836,54.51790536962123,154.25395041808525,-52.98863664123015,-107.78766618968105,-148.75890530768933,35.99902030119838,158.20765683163967,-122.27872094863766,102.98396541056121,-45.564735793436476,171.34452172878431,121.78850756728589,97.29958005853683,21.818596134387846,-34.22268022151419,133.62907601027277,156.50158259082738,-31.95140630250237,-83.52290996208255,-66.72076501073742,-87.55581759166054
beetle,-10.524589157304366,6.407519500209651,11.20436296982892,16.896035251606715,-8.469220851708428,-14.568983390550269,13.579408195462,15.999430482856015,-5.052251959713031,16.331362281381203,-16.545167010916487,-21.60890747864459,4.770381572212358,-15.815438777386705,3.6253826173427037,23.50567096540258,2.5073995470512203,10.015124376550197,-11.663760311954627,-0.048386648042455814,12.421843994062144,4.438580129419165,9.934855399962519,7.935774482996684,-1.8137569601926657,-4.559356390422692,4.5807446723025285,7.615714394069669,13.368155292641745,-10.892482767259288,6.506951216857339,-0.1808379962418267,-2.3349665099676526,9.895569769450226,3.287917255647305,21.57594247140878,31.18389038007997,-10.038141702720727,-22.242264489273524,-24.64744102731183
bicycle,17.533799949250096,44.47692397330891,-37.00200574329418,-69.04934654753521,-20.518004930988337,-29.184340210317522,-18.029245732177394,28.36522046858269,-50.295004493725386,-53.10094770887364,-3.322022010788874,56.450520304780554,14.063238949676895,-0.18599902073288208,-5.493070031946426,29.77781078144583,-27.121747593718112,-15.417670009769934,-6.777822921289894,15.833658839163144,1.5396168713850322,6.465983963519275,27.00609898448546,13.460294762550872,46.428969532966526,-2.8303447819059504,-20.814301541664403,24.999469842105835,-24.26938060702717,-6.080885803267054,-50.60519875941216,-0.3352405041752805,37.63914285202522,29.102082776836944,-11.944496575793925,39.65135383591553,-14.111554127023808,-0.11045517664269605,58.957646265120495,11.759146433177598
bison,-37.7050069801762,-10.20458245419934,20.64504955289824,19.57340785702237,6.042998983128056,-17.51875004832848,-21.752996113616174,1.0738840178087292,0.5211134025063651,10.872594895122448,-35.72769730052936,20.56619354385101,9.333736792089054,11.051880316552586,16.184824497786643,-2.1845633044935386,-28.69688780332356,-14.26137731391774,13.48994138791335,6.766276319299076,9.619133241357979,28.494563895794762,-15.482458314877249,-0.9018640998283337,-3.564135377423725,-23.605839443056876,-15.618222809809177,-13.947945044482028,-14.703603145627037,15.767189702862613,4.82273915881518,19.93831207187513,2.3699237900501204,4.360337906716971,-24.96571609098635,-6.775673185767282,0.33668121165871306,-28.36922489328039,-7.3625373234768166,-12.861100125568665
boat,1.230728828342389,-0.021242727588024795,-10.707078829965106,3.355214286328393,3.0125165081166503,1.804871849086164,4.402308748526735,-0.7523621613201773,-7.218438583528453,19.395428360172243,-2.9258118399456396,-7.042869644243101,1.6352979883923036,-1.5540354827281933,2.820060325178715,9.90063957933659,-2.1264892418081316,-0.8967216413054102,-4.821137904609714,10.478125358283165,-7.2708598050514,0.02087634516705045,7.150051423500481,-2.9795015052700187,3.752040445842063,-14.118613396631208,21.64855910277872,4.8543217621847825,-12.201417065970926,-20.091244593475665,-20.49930404666898,-4.725880341818661,-4.733113180394569,0.0911980926238547,-11.126754904855925,4.13383124794466,-2.8389939437100855,-0.0010546992861028594,1.5245214801282168,1.3374091671131534
