,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
airplane,23.774926873632477,53.38820110202832,28.327204060502257,36.42636688468538,15.556446159594906,6.38939936774311,-26.599779589569454,-4.322506594921276,-49.049119727808986,-42.33220708712439,18.34319465147118,22.94959798715004,43.7874395109331,26.99205879314742,4.114691959970124,-53.58866158176683,24.423117231477118,9.252865288002774,8.405168719353448,3.110709028266394,-37.18972477752047,-24.339207525457567,15.457575143688583,16.809123520282363,64.73698980866592,-27.438309558718544,-9.717433356079884,-58.15641170508786,19.03492693548468,-43.305632104082086,9.607042343245075,46.304725359672965,-62.91366996658746,-29.769073956175916,21.038036197578126,-19.94450967276478,-26.73259150717644,-47.10854690261024,27.608543069838266,-17.369856816408575
alligator,-8.36799070505025,8.126346826686063,-0.42659963672819295,4.135896061524861,-19.23598550049825,0.7109404033188534,-7.813277894239041,-2.051363870554247,-0.40466475115429457,10.274167189458078,6.9981520857522765,3.9476553933769227,-12.420954698247913,-11.80884165812601,1.0985288083534615,-4.202567999796048,-3.5781709840976843,9.752358120500537,-6.954936715399364,-4.516749638321548,-5.795994439814375,0.27410655842022397,-5.295328549817374,0.8599179775807612,-8.073977087550963,5.454859882490261,10.766101533445237,3.2853268274538125,2.335687812403887,-0.8820590451209074,11.574849174348346,4.707695435972101,-0.6671914710671424,-7.093112641941292,1.672110070596421,14.015560705755698,2.002999515132773,-3.528434528827917,-17.933040958788293,-0.11609890283713864
ant,-4.168030130150234,5.2651909694762695,-2.524519229414487,7.7398936314405535,-19.823721053352273,16.820646019356612,-20.563665928370792,-10.024655666600403,7.506486096729747,14.05403413733826,3.2953192839446745,-7.0855964177576745,-17.1102584961732,-8.917296350601198,-8.37163776161374,-3.6958457964564495,-7.944021610933671,-2.211538688566516,-16.89679955731661,-8.165471365869024,0.6627937501466358,-0.35096914061909223,-13.413544748914424,6.360301961028373,-12.071968211051642,3.9372498449941933,-4.954808709020252,6.485769264518512,-12.072737689169436,3.42661178383502,2.6354143694253764,8.479002513758482,6.607632899200172,-2.863289151129134,3.4328447745493995,8.968449139514009,9.566239351272486,13.537163475388942,-18.631564994389457,-5.39358137574731
anvil,0.8260390595737354,17.71884431396815,-7.221421723979126,16.27310529971464,-4.3744966933295375,-5.311420455184527,0.191172404989683,4.181023202939533,-16.093527069325518,-4.026837521439305,-9.229246053252735,-17.466214434173462,3.163255783194,-1.498812398344054,-2.6775557482253993,-12.10949971194945,-16.704231753922976,-2.145540710949257,3.021305838126416,-7.59741837266996,9.905388794678057,-1.7764000612870208,1.0776904147141941,21.66736267603829,10.345489466026185,21.19724400146711,19.553084954834777,-2.8533526646683107,4.532829304072638,2.773050809752027,3.90905590799168,-1.1992096538734096,28.46852704246195,-12.966986348960415,11.065667765199468,-4.07242957827774,7.400550920813525,-12.94621965509383,7.454802165480914,-18.103688007166102
axe,-14.112151945977043,1.525667191714513,0.2919063768736808,7.035890114839176,-7.048285003313809,1.8565233176073745,-25.653192843760984,5.3077757102144245,5.22756060846356,4.434180688957066,14.135566840014777,-8.923328855354463,-8.216325826480636,-5.961972802427178,4.091218751933669,-10.58306180164211,-2.3578230421365927,-5.459830913291265,-9.084655797359858,-3.910958392688544,-1.0858616312083273,11.938544841473902,5.760813193397988,10.632425683291773,-1.5861584934541952,4.326028197523876,7.9867241207562945,-3.178405956650111,-0.2281883436396837,12.90049802528846,7.990015788989434,13.412420445408738,6.550802799240205,2.5969786624519107,-3.4666573531469935,-6.825344836065063,15.985614704364679,15.487056188887351,-8.68362312831896,-6.527086197641999
beaver,66.58668076959212,-82.228836291903,-59.54884557947082,-65.47480814732882,116.60175022881877,-62.03091415472372,170.8688738362218,-28.51791624193586,34.81542301740067,27.64826428404372,-68.26369653594166,-49.23259306597672,15.438771477709707,5.339103395961534,-31.3810345914941,100.60816385863801,5.8592447391845,85.24375297027734,105.56635904444222,86.03332423289146,-61.285780585707236,-1.2815546684573327,61.098932698168575,-86.87895684347419,17.02075472942726,-42.891719018336175,-29.873699767021307,53.888565763369705,115.36690336938803,-35.466180988307016,27.322714877850483,-95.71867331052285,-65.9098559954953,43.07771246944254,-54.377674508283555,-81.58654725947045,-11.592418562327808,-54.03969288380789,107.35728519824755,-9.876568653066608
beetle,3.7623084336330708,-2.897330073729298,-20.996014945750513,-21.526839931590615,1.7507519828702758,8.459908378227357,9.397736614447142,4.068363808752279,-1.2901869495337672,-3.8792260468225166,9.120913166452537,-9.335365198589002,-9.342847000865648,5.075717474043304,4.732115013946818,-9.728672099238146,-14.68322830926052,5.657676604754678,-16.213628668828424,6.05835030940362,11.87914648809538,-5.671783099464036,-11.504268597557191,-1.9211284513927913,-19.66634311039906,-20.48524747304727,-14.444261347865288,-5.962367890877916,-2.4363605318460295,0.7253728015028903,-1.2484960326290606,8.651913081538549,7.630448879936961,-5.790655027776395,5.374835165542545,8.717332215164141,-3.9458507410878614,5.461076373144716,-14.966701361926638,-6.4793708317743715
bicycle,-7.461922283398784,23.501258315049203,-7.5296861467490155,5.605408325818118,-5.094933649413921,11.246226787921403,-21.91478699652211,-11.760425693337247,1.034983683731659,1.9441578177638235,15.215950458149424,-2.0005514293698528,-4.9868267229882575,-5.439154614531233,1.1533828882526775,-2.5431400023861293,6.42680106116296,-14.876429693560233,-16.137814069028362,-5.066262955159842,-4.8188868385062,-2.8184753575610175,-10.850923970771266,3.8330340543422765,9.628703168184515,11.965545917814676,12.362001583423979,-7.500650019848568,9.725949725603611,5.907046463574676,-2.2731350360967877,-4.068721477746431,3.9150035681372444,-10.245317062638426,1.3426933096557416,4.587863207802517,-3.066514170111547,7.584583748796173,-12.182582104779552,-0.6094926070101818
bison,2.1891827155919805,-16.675430828382815,-1.034218861004427,5.0365140316441765,-23.404495935914404,-10.450352735185087,22.462503254709144,0.3174188234030894,-16.91732838900188,11.498815554506699,20.05987004532226,21.42427303785338,6.662998453748533,-4.714089503105679,0.6478905493554441,9.087421699613891,15.9323656455194,2.4726215918385157,13.288620975152062,12.02696603879904,-3.3470190442200263,-15.855216899513753,12.361665357375605,-20.366830195628808,-4.997865621511164,4.619777531129731,-11.84566614758931,42.16254281618244,-17.038877025947688,-9.157378423302172,-8.115659761519579,-16.940371527225036,-12.938278308451324,34.68411205582931,-5.975278858313721,-20.805979935592585,-10.320979743904688,-22.05270014272517,13.750267621548254,-9.560918051376412
boat,-12.607455580292925,3.163022294843751,2.2862309900472533,31.05540073347548,-8.571975680609299,-2.0457538754572733,-6.520101078409163,-16.97593796685305,0.4320448715998394,-8.851921847975264,2.6957183870157384,-9.29477331407468,-6.033002984921633,-4.167990919424748,-9.379370192958856,3.280040360580095,1.6342028455085134,-1.915296462849667,-2.3988146636839676,-4.480061545193683,8.089042218147753,-5.153172704474814,5.452413713935253,0.9600217593889714,-3.0317212095446413,1.79002934260031,-1.488406414020775,-10.04384139213314,-4.214694413451849,-2.2729160296681217,3.5605046581929756,5.109519476751565,4.691319344411173,14.8521790771733,1.0334539543412493,6.337338535900126,-3.343697701590165,12.702364404465303,-14.062589218386792,-13.433789265051074
