,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
airplane,-3.122753644235418,19.40626132186302,17.935510154212672,12.523965611040278,6.931140020213199,-2.550716490120316,-3.5297362456529093,16.52700971828476,-22.06812422417625,-10.915051603869216,15.239879187359108,-11.090209096536745,2.442538506466302,-0.3673585327699508,-8.627725371101349,2.1118617284440253,7.270555487904588,-4.001113782049675,-19.010768945608252,-1.0344532368117858,20.04239475810837,-2.9915806743496285,-32.789491667994064,7.886125834674377,-6.526340200439568,-4.979063689848857,9.558608687855395,14.753737137152399,-16.17319126295789,-28.506319299597866,-1.252107445216236,-16.544508105833984,-3.5803239625104553,-10.847106675762287,-24.191206793902072,-21.08084884933777,-27.79496920301021,-0.8135766913205175,-31.741596829456174,-31.95270096842912
alligator,-12.180558895170966,-7.719870022282981,10.975011553421178,3.221998737653859,1.2524195291334885,-0.27148735758521786,-0.7131240424200933,-1.824192430356159,2.2097902170717183,-3.3381440887711316,-4.40603390243284,-11.457450272935732,3.899830871628468,4.678820695606533,6.772666505001014,4.2887783640066655,0.18665927255149678,-4.818730416113501,-2.3048311519542826,17.672150096476162,-6.467752359627888,-2.8097722761426,-3.902522672289873,-6.27307302268227,-2.537931632237323,-3.209090576662376,1.7607408845891588,2.2327182948213435,4.337988496322697,-1.465622201246437,7.827427404655073,8.590017637119502,3.4698080322914175,8.934217860135464,1.8411818234871151,13.811274921324758,-8.122739726066607,-4.32750450844755,-12.420253491560425,-11.110236472984004
ant,5.859079336867971,-6.39113422902364,2.47936468738612,2.3523711922276975,1.7675970299321442,-12.119959760332314,-2.9750161766923395,0.5481481778076261,2.1474687191294795,0.10080325085786035,-0.6933985219800302,4.4736181675576105,6.398790081554444,3.226477302972377,8.200105549099753,3.339902557947718,-0.5560286920826801,-1.1825728629392975,1.7645825835594655,-4.819377854330188,-0.874268559723763,-1.3546564182339107,-2.5764025944557307,2.0872298318775897,13.495714019638605,9.515746478216611,2.4187846088836698,7.318056932097739,-7.879600028422962,9.531380686330845,6.272994061263933,2.9551631220631838,-0.9748874686417083,2.1867526449467185,-1.0024990513961274,1.9935929623637276,-10.248300165281574,1.932179624444127,-2.054267126741787,-4.81211193453697
anvil,1.1752637256071232,0.15144394884853798,-3.5563015976190497,-5.428171129620568,-0.2913855523865789,-0.2973378238530121,-0.8541105221064381,-6.279223886605001,3.176663715657932,-1.2303236306152314,9.51703612881742,-8.470882268407092,-1.673667416898448,-4.926854474363281,2.189713504750692,2.518850740469422,-1.6671695171563936,2.0845432221292697,3.1584027725071557,4.5662044588277855,1.615400850440918,-0.1962226354279433,-2.2007615068352675,7.620438448227254,-1.3187294255687954,3.3032405608492548,5.056377049421234,-7.262228351144096,-5.268541176214049,-0.6287475132548946,0.5087935249565723,-5.5125137014075465,10.161919985744849,0.24155199380740872,-3.367033637671491,-1.6586138022902712,0.18652922278949532,-2.758674228936788,-2.3598715592370887,1.8311380405096296
axe,-2.841819262179995,-10.54624865533442,-12.409367587420059,-4.483277283149315,-6.145406443316926,13.29377564615785,-1.487898102635943,1.1442110785117643,-0.3639420400951116,3.3652732497998614,1.7773252092183023,10.188774816562605,-6.459865921658152,-5.875009469170743,10.274472517746506,2.854484078919883,-0.7191957188083886,-6.538910739262482,-4.766370170076394,-5.869841748552671,6.838485117401182,-1.90819604854226,9.057494796687545,-0.9117285044111049,0.5946613914047231,3.8452746365637305,-2.8461159911458824,-15.34245232522665,-5.090272387445978,-2.7838836934983715,-8.024165355711295,-13.438790470969636,2.987057406409709,2.564955627127124,-1.8944567089295483,-1.7369213241982344,-10.744840172315442,-2.3561108313344574,-3.524326285853288,-2.9566556403826487
beaver,1.3266885018534922,-1.2687431881431346,3.346536524163988,11.944130195898873,-6.635812697273942,0.030091792043907575,9.505417569614952,-1.6073404177174584,-8.981163736182294,-5.035989302328737,3.1891021376057576,-12.206635230583382,-15.62127290461014,9.484697605552235,-0.5053319617355553,-19.52737953972144,-6.483267353702827,-8.432148225879144,0.001201141203464588,4.5811873522641,6.6200329397553395,-18.155958680005305,-4.053334021696194,-10.7675912720864,-3.330440050968311,-0.7242512532213142,17.281899297436553,-16.851626101356935,16.525594463390828,14.538342075224087,4.5134542096438715,-4.005853127679174,-19.28173808389232,1.7786185186141383,1.7905469119172115,9.582101668787615,4.063487863410849,-1.2592761987543908,4.557334390164967,9.41111953294284
beetle,11.960600063917505,7.193275440664642,-2.1160427968918385,9.901870506213436,-4.122252481785552,-6.068076108703765,-13.299462416367762,3.0872263879612176,-3.871777515992818,9.788062748375587,12.00482660517833,0.4542403711655667,1.2126253040913746,2.5832304113204785,12.13595421224857,-10.243996222336449,0.7657618171551042,-4.552580015128302,3.1025823726974084,9.271625226733482,-3.566517826814282,-2.2056397432953196,-16.101132531061154,-2.3713358195901,15.692777872950606,3.9314964738932843,-1.3430923856961807,-8.433040368825441,0.12271606464052336,-15.93004077109546,9.581183259517328,2.4727045236126233,4.871936401031539,-0.8901322806024394,14.293004457058379,-3.7700346708128647,-8.483443636706346,10.878608037466385,1.9264380386277447,3.7126645074141327
bicycle,6.555272256768842,-16.786097367960505,-7.552261474285892,22.804619383422555,11.529130075819456,-8.901077991433871,-4.372093561605968,12.890925809991398,15.26814849966354,24.456894318448683,-35.31913324146386,-16.798448083700272,-8.888379115160806,-29.736189169827746,-21.278406929961942,-13.782214966489315,19.96335576356967,-23.8863767471989,-13.442025152580502,32.18580740380074,8.603194310407426,1.6216923802277745,17.68568224276526,-21.47247127139651,19.678488984005153,-4.168734881063341,14.518437249688375,2.0647792579016637,-2.508655919901586,-0.8057266385584723,-0.7068582937414984,11.076238301085592,43.18878293564546,-12.39169822451666,21.510942892283488,-22.377812774789778,-15.623906064717842,-17.200951536317476,-4.373131195078608,-22.854362696422882
bison,-13.983249297636707,19.427271805840327,-4.305110913170581,-15.126959492289368,-17.72982687318394,-13.451130469913423,4.690416271976071,0.9877858969025342,-5.480003802537717,24.523691507671778,4.228301707622256,-6.3717856723774196,-28.281378189786885,-7.5542158419764185,-5.724944472545377,-4.357216849991174,-12.548340304693987,9.372100603361494,1.9194852088608545,6.337640768718234,3.3906276342943724,-1.146223564404139,-0.9405558198321093,-10.260420386756461,4.981964235550849,-19.159471454541983,8.95086275737689,15.882114880062227,18.419433174549923,0.45603530356534955,6.91309172452805,-0.550675145968081,-17.91581592648462,21.41460628266472,3.751117638672557,13.085562821109018,-2.24030424505235,-4.369095881877515,6.05063581073131,7.200818833773607
boat,3.7279357410950067,-1.607306347600028,-3.354891810485112,-5.341068483042422,3.388459316146685,3.038317172781716,0.3291686145801524,-0.10982879401806273,-0.8809148599948041,4.194100675056939,6.316654756242646,-5.840400713671366,0.3535304989005381,-1.9524248384208593,5.255474816600658,4.671644348406707,-1.0209846891201413,4.899402414374233,-1.6379087767462077,-3.2035798580852632,-2.237514631866957,0.9839358947213875,-1.9507064565197527,3.6064462992676836,-2.747139564708794,5.260078947521048,1.367059564765576,-1.520604671102644,0.8267636050719863,0.19481706487746048,-0.6520864686898656,0.43584529438782826,-2.2509466021449307,6.284574118159745,-1.9433342072512716,-0.5380011381282392,6.866612641856336,-1.0390574239140018,1.241298036984751,-4.432056944250259
